name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"STEP Vallée Bagnes",,,,"Le Châble, Bagnes",CH,0.4,Hydro,Run-of-river,,2007,,46.0827671918,7.20311685212,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Eaux des torrent de Verbier",,,,"Le Châble, Profray, Com.Bagnes",CH,2.3,Hydro,Run-of-river,,2017,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Pas-du-Lein,,,,"Pas-du Lein",CH,0.47,Hydro,Run-of-river,,1998,,46.1141701715,7.16702258324,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Vollèges-Cries,,,,Vollèges,CH,0.9,Hydro,Run-of-river,,2009,,46.0935060212,7.17785746662,,"Renewable energy",Hydro,,,"- Turbinage d'eau d'irrigation; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hospitalet,,,,L'Hospitalet,CH,1.47,Hydro,Run-of-river,,1963,,45.8860019638,7.18722185045,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Delise, Bourg-Saint-Pierre",,,,"Bourg-St-Pierre, La Delise",CH,2,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Pallazuit,,,,Liddes,CH,33.4,Hydro,Reservoir,,1958,,45.9810884929,7.18949243196,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Niollet 1",,,,"Le Niollet, Champex",CH,0.32,Hydro,Run-of-river,,2004,,46.0219359255,7.12138441237,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Niollet 2",,,,Orsières,CH,1.2,Hydro,Run-of-river,,1996,,46.0211838851,7.14243628028,,"Renewable energy",Hydro,,,"- Les centrales Orsières et Niollet 2 se trouvent dans le même bâtiment  ;                                                       ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Orsières,,,,Orsières,CH,26.4,Hydro,Run-of-river,,1958,,46.0210935902,7.14230764616,,"Renewable energy",Hydro,,,"- Les centrales Orsières et Niollet 2 se trouvent dans le même bâtiment  ;                                                         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Orsières,,,,"Pt. de la Tsi / Liddes",CH,0,Hydro,Run-of-river,,1943,,46.0210935902,7.14230764616,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sembrancher,,,,"Sembrancher, Les Moulins",CH,11,Hydro,Run-of-river,,1929,,46.079152002,7.15672724814,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Martigny-Bourg,,,,Martigny-Bourg,CH,22,Hydro,Run-of-river,,1945,,46.0883098661,7.05906976663,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Pont-Neuf,,,,Martigny-Combe,CH,0.93,Hydro,Run-of-river,,1981,,46.073184867,7.05542701654,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable     ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Trient,,,,"Le Châtelard",CH,1,Hydro,Run-of-river,,1995,,46.0583372445,6.96030038614,,"Renewable energy",Hydro,,,"#NAME?; - Autorisation provisoire d'exploitation (Duldungsverfügung) bis 2022 während Konzessionserneuerung  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Châtelard-Barberine,,,,"Le Châtelard",CH,112,Hydro,"Pumped storage",,1977,,46.0620181656,6.95858815009,,"Renewable energy",Hydro,,,"- Cote du plancher de la salle des machines de Châtelard-Barberine 2 = 1122.00       ; - Débit maximale turbiné: 	Châtelard-Barberine 1 =  8 m3/s                                           ;        			Châtelard-Barberine 2 = 12 m3/s; - Puissance maximale disponible aux bornes des alternateurs:                                 ;     			Châtelard-Barberine 1 = 46 MW;                           		Châtelard-Barberine 2 = 82 MW          ; - Pour la production moyenne escomptée aux bornes des alternateurs on suppose une exploitation normale de Châtelard-Barberine 1;   et Châtelard-Barberine 2; - La centrale Châtelard-Barberine 2 fait pompage-turbinage ; #NAME?",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Emosson,,,,Vallorcine,CH,260.5,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,"- Données relatives aux machines de la centrale Châtelard-Vallorcine, groupes 1 à 3 à axe vertical:     ;     Haute chute: 		Débit max.turbiné 		    	=   35.0 m3/s;     (Lac d'Emosson)      	Puissance inst.des turb.Pelton Gr.1-3	= 210.0 MW  ;                			Puissance max.disponible       Gr.1-3	= 210.0 MW  ;     Basse chute: 		Débit max.turbiné                    		=  15.0 m3/s;     (Bassin des Esserts)  	Puiss.inst.des turb.Francis axe Gr.1 	=  50.5 MW  ;                			Puissance max.disponible        Gr.1 	=  48.5 MW                    ; - Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même bâtiment et leur;   fonctionnement est étroitement lié;        ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Emosson,,,,"Salvan, Alpage de Barberine",CH,0,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Emosson,,,,Vallorcine,CH,0,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,"- Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même       ;   bâtiment et leur fonctionnement est étroitement lié        ;             ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Vernayaz (CFF)",,,,Vernayaz,CH,92,Hydro,Reservoir,,1990,,46.1332077915,7.03598337007,,"Renewable energy",Hydro,,,"#NAME?; - Autorisation provisoire d'exploitation (Duldungsverfügung) bis 2022 während Konzessionserneuerung  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Turbinage Salvan et Vernayaz",,,,Vernayaz,CH,0.46,Hydro,Run-of-river,,2013,,46.1338328331,7.0346848085,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Emosson,,,,Martigny,CH,170,Hydro,Reservoir,,1978,,46.0508221655,6.94899701138,12W-0000000060-F,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Vernayaz (Pissevache)",,,,Vernayaz,CH,1.7,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Salanfe,,,,"Vernayaz, Miéville",CH,70,Hydro,Reservoir,,2012,,46.1464058483,7.02889676253,,"Renewable energy",Hydro,,,"- 435.73 m.s.m. (= cote des injecteurs); ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Salanfe,,,,"Giétroz du Fond",CH,0,Hydro,Reservoir,,1965,,46.1464058483,7.02889676253,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Salanfe,,,,Clusanfe,CH,0,Hydro,Reservoir,,1963,,46.1464058483,7.02889676253,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aboyeu,,,,Collonges,CH,3.3,Hydro,Run-of-river,,1981,,46.1819570581,7.03393846048,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Rasse",,,,"Evionnaz, La Rasse",CH,0.72,Hydro,Run-of-river,,1998,,46.1813257215,7.0092074642,,"Renewable energy",Hydro,,,"- Turbinage de l'eau potable; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lavey,,,,Lavey,CH,90,Hydro,Run-of-river,,1990,,46.2144442208,7.01296270519,,"Renewable energy",Hydro,,,"- Bases juridiques: Année d'échéance des concessions VD = 2030; VS = 2030            ;                                            ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Peuffeyre",,,,"La Peuffeyre",CH,24,Hydro,Run-of-river,,2004,,46.2659833584,7.06171756484,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Sublin 1",,,,Bex,CH,8,Hydro,Run-of-river,,1993,,46.2650997419,7.04019258223,,"Renewable energy",Hydro,,,"- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ;                                                        ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Sublin 2",,,,Bex,CH,2.61,Hydro,Run-of-river,,2013,,46.2650997419,7.04019258223,,"Renewable energy",Hydro,,,"- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ; #NAME?; - Turbinage de l'eau potable                                                        ;                                  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bevieux,,,,"Le Bévieux",CH,1.9,Hydro,Run-of-river,,1943,,46.2603811856,7.02881412738,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Champéry Etrivouez",,,,"Etrivouez, Grand Paradis",CH,0.97,Hydro,Run-of-river,,1990,,46.161762733,6.85918766723,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Torrent de Soi",,,,"La Frassenaye, Val d'Jlliez",CH,0.92,Hydro,Run-of-river,,2005,,46.1860308699,6.89104970296,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Monthey (Vièze)",,,,Monthey,CH,13.6,Hydro,Run-of-river,,1999,,46.2492602077,6.94720705322,,"Renewable energy",Hydro,,,"#NAME?;                                                  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Monthey (Tine)",,,,"Monthey, Les Nants",CH,9.8,Hydro,Run-of-river,,1994,,46.2492602077,6.94720705322,,"Renewable energy",Hydro,,,"#NAME?;                                                   ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Monthey (Commune)",,,,Monthey,CH,0.4,Hydro,Run-of-river,,1992,,46.2496081279,6.94448084181,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Châble II",,,,"Vionnaz, Beffeux",CH,0.42,Hydro,Run-of-river,,2014,,,,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Diablerets,,,,"Les Diablerets, Le Plan",CH,5.4,Hydro,Reservoir,,1957,,46.3530641075,7.15465044855,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Pont de la Tine",,,,"Ormont-Dessous, Le Pont",CH,10.6,Hydro,Run-of-river,,1991,,46.348145567,7.04451800887,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Pont de la Tine  Coussy-Loudze",,,,"Ormont - Dessous, Le Pont",CH,0.39,Hydro,Run-of-river,,2013,,46.3474245655,7.04413354848,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Douve, Aigle",,,,"Aigle, En la Douve",CH,0.46,Hydro,Run-of-river,,2000,,46.3277994563,7.01531866907,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Les Farettes",,,,"Fontanney, Les Farettes",CH,20.3,Hydro,Run-of-river,,1967,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Micro-centrale de Fontanney",,,,"Les Farettes, Aigle",CH,0.33,Hydro,Run-of-river,,1997,,46.3170626321,6.98398364412,,"Renewable energy",Hydro,,,"- Cours d'eau utilisés: La centrale utilise le trop plein du réservoir d'eau potable d'Aigle et partiellement les eaux du torrent de Fontanney; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Eaux du torrent du Fossau",,,,Vouvry,CH,2.3,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Croseau, Saint-Gingolph",,,,"Saint-Gingolph, Vignolles",CH,0.35,Hydro,Run-of-river,,2009,,46.3877224781,6.80580981556,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hongrin-Léman,,,,"Veytaux, Chillon",CH,420,Hydro,"Pumped storage",,2016,,,,,"Renewable energy",Hydro,,,"#NAME?; #NAME?; - Un groupe de réserve d'une puissance de 60 MW est installé (total 480 MW); - Veytaux I: 4 machine à 60 MW (turbinage / pompage)  ; - Veytaux II: 2 machine à 120 MW (turbinage / pompage); - La production total, d'environ 969,7 GWh/a, dont 159,7 GWh proviennent des apport naturel;  ;  ;  ;  ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sonzier,,,,"Montreux, Sonzier",CH,1.65,Hydro,Run-of-river,,1971,,46.4403231332,6.92517165399,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Taulan,,,,"Les Planches, Taulan",CH,1.2,Hydro,Run-of-river,,1996,,46.4339054895,6.91846679903,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Rivaz (Le Forestay)",,,,Rivaz,CH,0.73,Hydro,Run-of-river,,2014,,46.4746425288,6.77770904753,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Plan-Dessous,,,,Aubonne,CH,10.7,Hydro,Run-of-river,,2001,,46.4992089696,6.3858086765,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Petite Vaux",,,,Lavigny,CH,3.31,Hydro,Run-of-river,,2008,,46.4888599452,6.40502679993,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Seujet,,,,Genève,CH,8.7,Hydro,Run-of-river,,1994,,46.2031197477,6.13447158551,,"Renewable energy",Hydro,,,"Fonctions de l'ouvrage du Seujet:	- Régulariser le niveau du Lac Léman; 			     	- Moduler le débit du Rhône pour l'usine de Verbois; 			        	 ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Vessy,,,,"Veyrier, Iles de Vessy",CH,0.32,Hydro,Run-of-river,,2007,,46.1790567398,6.17027683448,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Verbois,,,,Russin,CH,102.8,Hydro,Run-of-river,,1999,,46.1913941292,6.02735734063,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Chancy-Pougny,,,,"Avully / Chancy",CH,54,Hydro,Run-of-river,,2013,,46.1604259494,5.9764989749,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Chancy-Pougny Dot. passe pois.",,,,Challex,CH,0.48,Hydro,Run-of-river,,2013,,46.1593164285,5.97419822603,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Rançonnière",,,,"Les Brenets, La Rançonnière",CH,1.6,Hydro,Run-of-river,,1984,,47.0529629931,6.71594514968,,"Renewable energy",Hydro,,,"- Cote du plancher de la salle de la machine 3 = 824.20        ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am. de dotation du Châtelot",,,,"Les Planchettes",CH,1,Hydro,Run-of-river,,2005,,47.1014437602,6.74440337669,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Le Châtelot",,,,"Les Planchettes",CH,31.6,Hydro,Run-of-river,,1953,,47.1209584467,6.77393285741,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Refrain,,,,"Echelles de la Mort",CH,12,Hydro,Run-of-river,,1956,,47.1876938239,6.87311737175,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Goule",,,,"Le Noirmont",CH,5.6,Hydro,Run-of-river,,1958,,47.2287001901,6.92853835569,,"Renewable energy",Hydro,,,"- Cote du plancher de la salle de la machine 3 = 513.37        ;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ossasco,,,,"Bedretto, Ossasco",CH,1.27,Hydro,Run-of-river,,2012,,46.5126365625,8.53838477213,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sella,,,,"Motti della Bolla",CH,1.93,Hydro,Reservoir,,1991,,46.5524637488,8.58666190321,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lucendro,,,,Airolo,CH,60,Hydro,Reservoir,,1947,,46.5263515901,8.59770900919,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lucendro,,,,"Cap.dei Morti",CH,0,Hydro,Reservoir,,1947,,46.5263515901,8.59770900919,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Calcaccia,,,,"Airolo, Launc",CH,3.6,Hydro,Run-of-river,,1988,,46.5194921171,8.6345754932,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ritom,,,,Piotta,CH,44,Hydro,Reservoir,,1958,,46.5172567651,8.67531756408,12W-0000000064-3,"Renewable energy",Hydro,,,"- Fine della concessione per l'Unteralpreuss ed il Medelserrhein 2043      ; - Die Inbetriebnahme von Ritom II ist im Jahre 2023 vorgesehen. das KW Ritom II ersetzt Ritom I;                                ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Stalvedro (AET)",,,,Piotta,CH,14,Hydro,Run-of-river,,1968,,46.5174111108,8.67766693812,12W-0000000064-3,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Tremorgio,,,,Rodi-Fiesso,CH,10,Hydro,Reservoir,,1925,,46.4902114363,8.73670424626,12W-0000000064-3,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Ri di Foch 2 Prato (Leventina)",,,," Prato Leventina, P. di Masc.",CH,0.31,Hydro,Run-of-river,,2008,,46.480190595,8.74753439559,12W-0000000064-3,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Ceresa 1",,,,Faido,CH,2,Hydro,Run-of-river,,1950,,46.4856544595,8.78804420318,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Piumogna, Dalpe",,,,Dalpe,CH,1,Hydro,Run-of-river,,2000,,46.4665637849,8.76660589676,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Piottino,,,,"Lavorgo, Nivo di Chironico",CH,72.9,Hydro,Run-of-river,,1958,,46.4383309577,8.83996336006,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ticinetto,,,,Chironico,CH,2.9,Hydro,Run-of-river,,1998,,46.4195742834,8.85066701859,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Nuova Biaschina",,,,Personico,CH,141,Hydro,Run-of-river,,1974,,46.3649512107,8.92878536777,12W-0000000064-3,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Luzzone,,,,Ghirone,CH,20,Hydro,Run-of-river,,1963,,46.565256077,8.96078316021,12W-0000000026-D,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Olivone,,,,Olivone,CH,102,Hydro,Reservoir,,1962,,46.5396795136,8.94911144856,12W-0000000026-D,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Biasca,,,,Biasca,CH,324,Hydro,Reservoir,,2007,,46.3349885216,8.98264959939,12W-0000000026-D,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Spina (Isola)",,,,"Mesocco, Spina",CH,20.9,Hydro,Reservoir,,1962,,46.431134362,9.20699910427,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Spina (Valbella)",,,,"Mesocco, Spina",CH,4.2,Hydro,Run-of-river,,1963,,46.431134362,9.20699910427,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
