name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Saxettal-Kammri,,,,Wilderswil,CH,0.8,Hydro,Run-of-river,,1998,,46.65762105,7.853444546,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Interlaken,,,,"Interlaken, Kanal",CH,0.82,Hydro,Run-of-river,,1932,,46.6826409841,7.85010729942,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Interlaken,,,,Unterseen,CH,0.3,Hydro,Run-of-river,,1996,,46.6826409841,7.85010729942,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kandersteg (Eggeschwand)",,,,"Kandersteg, Eggeschwand",CH,2.1,Hydro,Run-of-river,,2009,,46.4750989753,7.66012339529,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kandersteg (Zilfuri)",,,,"Kandersteg, Zilfuri",CH,1.09,Hydro,Run-of-river,,1958,,46.4956334904,7.69159893354,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kandersteg (Dorf)",,,,"Kandersteg, Dorf",CH,1.03,Hydro,Run-of-river,,2012,,46.4959386063,7.67518789714,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kandergrund,,,,Inner-Kandergrund,CH,19,Hydro,Run-of-river,,1991,,46.5427473984,7.65948659951,12W-0000000031-O,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Engstligenalp,,,,"Adelboden, Engstligenalp",CH,0.6,Hydro,Run-of-river,,2011,,46.4491601982,7.56175847554,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"WKA Spiggenbach Reichenbach",,,,"Reichenbach, Losplatte",CH,2.75,Hydro,Run-of-river,,2017,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Moosweid,,,,"Adelboden, Moosweid",CH,0.35,Hydro,Run-of-river,,2014,,46.4961001155,7.57684401786,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Engstlige,,,,Adelboden,CH,0.9,Hydro,Run-of-river,,1996,,46.5068875836,7.58273413036,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Spiez,,,,"Längmad am Thunersee",CH,18.66,Hydro,Run-of-river,,1986,,46.6966510403,7.6649514724,,"Renewable energy",Hydro,,,"- Ausbauwassermenge:	Bezogen auf die Zuleitungskapazität ab Weiher Spiezmoos       ; - Nutzungsdauer: 		Bezogen auf die Zuleitungskapazität ab Simme- und Kanderwehr bis Weiher Spiezmoos;                                              ;         			12 m3/s + 14 m3/s = 26 m3/s;                          ;                               ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Färmelbach, St. Stephan",,,,"St. Stephan, Matten",CH,2.09,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"KW Simelemoos",,,,"St. Stephan",CH,0.35,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Laubegg (Garstatt)",,,,"Boltigen, Garstatt",CH,2.6,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Berner Green Power GmbH",,,,Weissenburg,CH,0.37,Hydro,Run-of-river,,1999,,46.6669162637,7.46411851171,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Klusi,,,,Erlenbach,CH,1.3,Hydro,Reservoir,,1996,,46.6638985262,7.54826368379,,"Renewable energy",Hydro,,,"#NAME?; - Ersatz alte Zentrale Klusi im Jahr 1996                                        ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Erlenbach,,,,Erlenbach,CH,18,Hydro,Run-of-river,,2005,,46.6568821564,7.54811891222,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Simmenfluh,,,,"Simmenfluh (Wimmis)",CH,9,Hydro,Run-of-river,,2000,,46.6727987868,7.62264084059,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"AAREwerk 62 Thun",,,,Thun,CH,6.32,Hydro,Run-of-river,,1962,,46.7616886927,7.61338717639,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"AAREwerk 94 Thun",,,,Thun,CH,2.83,Hydro,Run-of-river,,1994,,46.7616779127,7.62032482826,,"Renewable energy",Hydro,,,"- Ersatz Zentrale Thun-Aare 1917 am Gewerbekanal im Jahr 1994                                ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Thun (Eidg.)",,,,"Thun, Kanal (Uttigenstr.)",CH,0.44,Hydro,Run-of-river,,1937,,46.761596737,7.61469587515,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Blumenstein,,,,Blumenstein,CH,0.64,Hydro,Run-of-river,,1990,,46.727704518,7.51333335379,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Matte,,,,"Bern, Matte",CH,1.16,Hydro,Run-of-river,,1986,,46.9464934587,7.45675932783,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Felsenau,,,,Engehalde,CH,0.44,Hydro,Run-of-river,,1998,,46.9684429408,7.43942106448,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Felsenau,,,,Felsenau,CH,11.5,Hydro,Run-of-river,,1989,,46.9684429408,7.43942106448,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mühleberg,,,,Buttenried,CH,44.59,Hydro,Run-of-river,,1965,,46.9691475017,7.28449397374,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sanetsch,,,,Innergsteig,CH,18,Hydro,Reservoir,,1966,,46.3764261319,7.27799985349,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Lauenen (Louibach)",,,,"Lauenen bei Gstaad",CH,0.9,Hydro,Run-of-river,,2014,,46.4241533318,7.31831395313,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Gsteig,,,,"Gsteig b.Gstaad",CH,0.72,Hydro,Run-of-river,,2015,,46.3852280895,7.26861425605,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Gérignoz - La Pontia",,,,"Château d'Oex, Gérignoz",CH,0.45,Hydro,Run-of-river,,1996,,46.4732724541,7.165215604,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Montbovon,,,,Montbovon,CH,31,Hydro,Run-of-river,,1972,,46.4879524618,7.04831690495,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lessoc,,,,Lessoc,CH,8.56,Hydro,Run-of-river,,1973,,46.5060508043,7.05326712822,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Sainte - Anne",,,,Grandvillard,CH,2.9,Hydro,Run-of-river,,1999,,46.5351297566,7.08799404019,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Jaun,,,,Jaun,CH,0.38,Hydro,Run-of-river,,1982,,46.6085004996,7.26934360331,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Charmey (La Tzintre)",,,,"Charmey, La Tzintre",CH,0.86,Hydro,Run-of-river,,2012,,46.6118329212,7.17691300027,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Charmey (La Perré)",,,,"Charmey, Le Perré",CH,5.27,Hydro,Run-of-river,,1982,,46.6145855566,7.16175653751,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Broc,,,,Broc,CH,25,Hydro,Run-of-river,,1988,,46.6098576224,7.10930675272,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am.de dotation d'Hauterive 1",,,,Rossens,CH,0.7,Hydro,Run-of-river,,1976,,46.7179036853,7.1124380045,,"Renewable energy",Hydro,,,"- La centrale est hors fonction pendant l'hiver; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am. de dotation d'Hauterive 2",,,,Rossens,CH,1.7,Hydro,Run-of-river,,2005,,46.7179036853,7.1124380045,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hauterive,,,,Hauterive,CH,60,Hydro,Reservoir,,1948,,46.7689506687,7.1275763544,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am.de dotation d'Oelberg",,,,"Fribourg, Maigrauge",CH,0.58,Hydro,Run-of-river,,1952,,46.7987340488,7.16591494327,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Oelberg,,,,"Fribourg, Oelberg",CH,18.3,Hydro,Reservoir,,1980,,46.8017059504,7.1673408094,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Schiffenen,,,,Schiffenen,CH,71,Hydro,Reservoir,,1964,,46.8827252047,7.19421903622,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Niederried,,,,"Niederried, Radelfingen",CH,15,Hydro,Run-of-river,,1992,,47.0031721765,7.24113567118,,"Renewable energy",Hydro,,,"- Nutzungsdauer: 	Bezogen auf die Ausbauwassermenge von 215 m3/s  (Zentralen Niederried und Kallnach); - Ersatzenergie: 	Siehe Zentrale Aarberg                            ;                          ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aarberg,,,,Aarberg,CH,15.2,Hydro,Run-of-river,,1994,,47.0378523989,7.27192721071,,"Renewable energy",Hydro,,,"- Nutzungsdauer: 	Bezogen auf die Ausbauwassermenge von 215 m3/s (Zentralen Niederried, Aarberg und Kallnach); - Ersatzenergie: 	Die Angabe bezieht sich auf die Zentralen Niederried, Aarberg, Kallnach und Hagneck. Einzelwerte ;                      	der Zentralen nicht bekannt ; Das Dotierkraftwerk Aaberg erzeugt mit 210 kW Leistung und 3.5 m3/s Wasserdurchsatz eine Jahresproduktion von 1.5 GWh;; diese wird dem KW Aarberg zugerechnet. Mit einer Erneuerung des Dotierkraftwekes wird die 300 kW Leistung erreicht und; wird somit als eigene Anlage in der WASTA aufgenommen.;                   ;  ;                          	; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kallnach,,,,Kallnach,CH,8.3,Hydro,Run-of-river,,1980,,47.0214990152,7.22817749023,,"Renewable energy",Hydro,,,"- Die konzedierte Ausbauwassermenge beträgt 70 m3/s            ; - Ersatzenergie: 	Bezug von Forces Motrices Hongrin-Léman SA bereits unter Zentrale Aarberg aufgeführt    ;                      	Einzelwerte der Zentralen nicht bekannt;                         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Hagneck 1",,,,Hagneck,CH,2.91,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,"- Ersatzenergie: 	Bezug von Forces Motrices Hongrin-Léman SA  bereits unter Zentrale Aarberg aufgeführt    ;                     	Einzelwerte der Zentralen nicht bekannt; #NAME?;  ;  ;                  	        ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Hagneck 2",,,,Hagneck,CH,20.96,Hydro,Run-of-river,,2015,,47.0596245726,7.17800844643,,"Renewable energy",Hydro,,,"- Ersatzenergie: 	Bezug von Forces Motrices Hongrin-Léman SA  bereits unter Zentrale Aarberg aufgeführt    ;                     	Einzelwerte der Zentralen nicht bekannt;  ;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Dernier",,,,"La Dernier",CH,28,Hydro,Reservoir,,1988,,46.7020995589,6.34993754477,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Jougnenaz",,,,Vallorbe,CH,2.35,Hydro,Run-of-river,,1970,,46.7232276398,6.39660508601,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Les Clées",,,,"Les Clées",CH,30,Hydro,Run-of-river,,1955,,46.7311268769,6.44499252092,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Montcherand,,,,Montcherand,CH,15.5,Hydro,Run-of-river,,1950,,46.7272057233,6.51348662252,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Le Chalet",,,,Orbe,CH,2.6,Hydro,Run-of-river,,1988,,46.7277263163,6.52224302381,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Moulinets sur l'Orbe",,,,Orbe,CH,0.77,Hydro,Run-of-river,,2013,,46.7209697782,6.53229949585,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
St.Sulpice,,,,St.Sulpice,CH,3.9,Hydro,Run-of-river,,1988,,46.9106213602,6.55745141266,,"Renewable energy",Hydro,,,"- La nouvelle centrale de St.Sulpice remplace entre autres la centrale de La Doux (205800);                                    ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Le Furcil",,,,"Noiraigue, Le Furcil",CH,0.68,Hydro,Run-of-river,,1956,,46.9536626014,6.73186608774,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Les Moyats",,,,"Brot-Dessous, Les Moyats",CH,1.6,Hydro,Run-of-river,,1940,,46.9529131011,6.75657368575,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Combe-Garot,,,,"Boudry, Combe-Garot",CH,4.86,Hydro,Run-of-river,,1961,,46.9623191064,6.79639758751,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Usine du Chanet",,,,Boudry,CH,4.4,Hydro,Run-of-river,,1972,,46.9592586149,6.82888645291,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Boudry (les Essert)",,,,Boudry,CH,0.5,Hydro,Run-of-river,,2014,,46.9508768262,6.84290644242,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"La Serrière",,,,"La Serrière, Neuchâtel",CH,1.3,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Sous les Roches",,,,Sonceboz,CH,0.39,Hydro,Run-of-river,,2005,,47.1896143522,7.18396966384,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rondchâtel,,,,"Péry, Rondchâtel",CH,3,Hydro,Run-of-river,,2013,,47.1710326223,7.24974576351,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Frinvillier,,,,Frinvillier,CH,0.35,Hydro,Run-of-river,,2005,,47.1683406671,7.25371218143,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Taubenloch,,,,Biel-Bözingen,CH,0.32,Hydro,Run-of-river,,2006,,47.1607076521,7.26165130183,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bözingen,,,,Bözingen,CH,3.25,Hydro,Run-of-river,,2013,,47.1545087131,7.26655078925,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Brügg,,,,Brügg,CH,5.2,Hydro,Run-of-river,,1995,,47.1191458966,7.2580998136,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wannenfluh,,,,Rüderswil,CH,0.42,Hydro,Run-of-river,,1999,,46.9973291774,7.7219601987,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Gohlhaus, Lützelflüh",,,,"Gohlhusbrügg, Lützelflüh",CH,0.42,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hagerhüsli,,,,Bätterkinden,CH,0.5,Hydro,Run-of-river,,2002,,47.1209582677,7.53548691316,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bätterkinden,,,,Bätterkinden,CH,0.4,Hydro,Run-of-river,,2002,,47.1330038883,7.54407602098,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Utzenstorf,,,,Utzenstorf,CH,0.38,Hydro,Run-of-river,,1949,,47.1458646634,7.54607873841,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Gerlafingen 1",,,,"Wiler bei Utzenstorf",CH,0.5,Hydro,Run-of-river,,1995,,47.1558500995,7.54477997909,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Biberist,,,,Biberist,CH,0.5,Hydro,Run-of-river,,1985,,47.1835291625,7.56911004647,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Emmenhof,,,,Derendingen,CH,0.33,Hydro,Run-of-river,,1986,,47.1948463818,7.582729415,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Untere Emmengasse",,,,Luterbach,CH,0.86,Hydro,Run-of-river,,2001,,47.2045650167,7.57919186742,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Luterbach,,,,Luterbach,CH,0.32,Hydro,Run-of-river,,1988,,47.2141946615,7.57472874781,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Flumenthal,,,,Riedholz,CH,23.4,Hydro,Run-of-river,,2009,,47.2291069149,7.58995168618,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bannwil,,,,Bannwil,CH,28.5,Hydro,Run-of-river,,2000,,47.2293726093,7.73229827172,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Wynau I",,,,Oberwynau,CH,12,Hydro,Run-of-river,,1996,,47.2556656529,7.78674041559,,"Renewable energy",Hydro,,,"- Nutzungsdauer:	Bezogen auf die Ausbauwassermenge von 420 m3/s  (Zentralen Wynau und Schwarzhäusern); - Die Konzession wird ab der Kollaudation im Sommer 2016 zu laufen beginnen und beträgt 80 Jahre;                        ;                                         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Wynau II",,,,Schwarzhäusern,CH,8.2,Hydro,Run-of-river,,1979,,47.2568389099,7.78542689694,,"Renewable energy",Hydro,,,"- Nutzungsdauer: 	Bezogen auf die Ausbauwassermenge von 420 m3/s  (Zentralen Wynau und Schwarzhäusern); - Die Konzession wird ab der Kollaudation 2016 zu laufen beginnen und beträgt 80 Jahre;                           ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ruppoldingen,,,,Boningen,CH,23,Hydro,Run-of-river,,2000,,47.3122915561,7.87770217417,,"Renewable energy",Hydro,,,"- Erste Zentrale Ruppoldingen stand seit 1896 in Betrieb und wurde 1925 erneuert; - Der Ersatz und Neubau der ersten Zentrale wurde im Jahre 2000 in Betrieb genommen;                                ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Aarburg,,,,Aarburg,CH,0.42,Hydro,Run-of-river,,2006,,47.3191178376,7.90315413711,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Dünnern, Olten",,,,Olten,CH,0.37,Hydro,Run-of-river,,2015,,47.3486379073,7.89864659258,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
